"","response","email","date","site","initials","number","camera","first_photo","gps_n","gps_w","slope","aspect","height_ft","seedling_or_adult","dbh_cm","adult_crown_class","adult_dead_or_alive","dead_adult_base_epicormics","dead_adult_trunk_epicormics","dead_adult_canker_presence","dead_adult_canker_base","dead_adult_canker_1st9ft","dead_adult_canker_1stlivebranch","dead_adult_girdle","producing_seed","adult_percent_live_canopy","live_adult_base_epicormics","live_adult_trunk_epicormics","live_adult_canker_presence","live_adult_callus_presence","live_adult_canker_base","live_adult_canker_1st9ft","live_adult_canker_1stlivebranch","live_adult_girdle","live_adult_purdue_canker_rating","live_adult_purdue_canopy_ranking","densi_n","densi_e","densi_s","densi_w","basal_diameter_mm","seedling_damage","seedling_previous_stem_count","seedling_germ_yr","seedling_dead_or_alive","dead_seedling_canker_presence","seedling_percent_live_canopy","live_seedling_canker_presence","live_seedling_callus_presence","seedling_canker_base","seedling_canker_stem","seedling_girdle","seed_count","seed_bunch_size","terminal_bud","leaf_scar","lenticels","twig_hairs","riparian_or_upland","associate_trees","competition","other_competition","last_photo","notes","hybrid_visibility","Column.67","IGNORE.1","Ignore.2","ignore.3","ignore.4","ignore.5","ignore.6","ignore.7","ignore.8","Column.77","hickory","dogwood","black.walnut","white.pine","red.cedar","white.cedar","malus","buckthorn","ash","elm","mulberry","basswood","sumac","honeysuckle","elderberry","prunus","lilac","boxelder","maple","hackberry","butternut","oak","poplar","hazelnut","beech","gooseberry","spruce","birch","seedling_damage.1","Column.105","age_clark","soil_type"
"122",428,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","150","SonyHX90V",5275,44.335752,-73.243106,10,"w",3.33,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,62,76,18,13,13.5,"",0,2023,"Alive","",95,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, honeysuckle","None apparent","",5282,"","Y",NA,"red cedar","honeysuckle","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2023,0
"123",425,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","151","SonyHX90V",5249,44.335653,-73.2431,10,"w",1.04,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,14,33,95,79,10.64,"",0,2025,"Alive","",80,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn ","None apparent","",5256,"","Y",NA,"red cedar","buckthorn","","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2025,0
"124",430,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","152","SonyHX90V",5293,44.335644,-73.242701,10,"w",1.66,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,90,96,96,9.19,"",0,2025,"Alive","",100,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar","Nearby grasses or forbs","",5301,"","Y",NA,"red cedar","","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2025,0
"125",431,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","153","SonyHX90V",5302,44.335586,-73.242897,10,"w",0.92,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,8,34,73,70,6.96,"",0,2025,"Dead","N",NA,"","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar","None apparent","",5309,"","Y",NA,"red cedar","","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2025,0
"126",432,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","154","SonyHX90V",5310,44.335351,-73.242952,10,"w",1.25,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,94,66,95,7.9,"Vole (nibbling on the bark), Having been mowed in the past",0,2024,"Alive","",75,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar","Nearby grasses or forbs","",5319,"","Y",NA,"red cedar","","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vole (nibbling on the bark)","Having been mowed in the past",2024,0
"127",433,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","155","SonyHX90V",5320,44.335455,-73.242927,10,"w",1.13,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,95,81,46,71,6.6,"Having been mowed in the past",0,2024,"Alive","",50,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar","Nearby grasses or forbs","",5327,"","Y",NA,"red cedar","","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Having been mowed in the past","",2024,0
"128",440,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","156","SonyHX90V",5381,44.335422,-73.242558,10,"w",1.83,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,95,84,13.82,"Vole (nibbling on the bark)",0,2024,"Alive","",85,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","butternut, red cedar, ash","None apparent","",5389,"","Y",NA,"butternut","red cedar","ash","","","","","",NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Vole (nibbling on the bark)","",2024,0
"129",434,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","157","SonyHX90V",5328,44.335262,-73.242568,10,"w",0.63,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,79,96,88,7.14,"Having been mowed in the past",1,2024,"Alive","",30,"N","",NA,NA,NA,"","",0,"0","0","0","upland","red cedar, butternut","Nearby grasses or forbs","",5334,"","Y",NA,"red cedar","butternut","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2024,0
"130",435,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","158","SonyHX90V",5335,44.335258,-73.242714,10,"w",1.16,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,6.45,"",0,2025,"Alive","",20,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","butternut, ash","Nearby grasses or forbs","",5341,"","Y",NA,"butternut","ash","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2025,0
"131",436,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","159","SonyHX90V",5342,44.335131,-73.242617,10,"w",3.92,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,20.71,"",0,2023,"Alive","",80,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","butternut, ash","Nearby grasses or forbs","",5353,"","Y",NA,"butternut","ash","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2023,0
"132",439,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","160","SonyHX90V",5371,44.335029,-73.242975,9,"w",3.75,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,75,93,85,89,16.78,"Vole (nibbling on the bark), Having been mowed in the past",1,2023,"Alive","",70,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","buckthorn, red cedar, ash, butternut","Nearby shrubs","",5380,"","Y",NA,"buckthorn","red cedar","ash","butternut","","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Vole (nibbling on the bark)","Having been mowed in the past",2023,0
"133",438,"kyliereroth@gmail.com","10/1/2025","CPVT","ILM","161","SonyHX90V",5363,44.334873,-73.242607,6,"w",1.25,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,87,43,93,7.82,"",0,2025,"Alive","",35,"N","",NA,NA,NA,"","",NA,"1","0","0","upland","maple, ash, honeysuckle, buckthorn","Nearby grasses or forbs","",5370,"","Y",NA,"maple","ash","honeysuckle","buckthorn","","","","",NA,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","",2025,0
"134",437,"kyliereroth@gmail.com","10/1/2025","CPVT","BU","162","SonyHX90V",5354,44.334927,-73.242405,7,"w",4.58,"Adult",0.59,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"No",100,"Y","N","N","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"1","0","0","upland","maple, ash","None apparent","",5362,"one of many sprouts from a previous stem","Y",NA,"maple","ash","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","",2024.2625,0
"135",381,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","163","SonyHX90V",4816,44.331249,-73.242998,5,"W",1.79,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,81,96,96,13.42,"Having been mowed in the past",1,2024,"Alive","",15,"N","",NA,NA,NA,"","",0,"0","0","0","upland","butternut, ash","Nearby grasses or forbs","",4822,"","Y",NA,"butternut","ash","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2024,0
"136",382,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","164","SonyHX90V",4823,44.331072,-73.243074,5,"W",1.5,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,92,96,96,8.03,"Having been mowed in the past",1,2022,"Alive","",60,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","butternut, ash","Nearby grasses or forbs","",4832,"2 stems, measured larger one. seem to be resprouts of a much older stem that was mowed ","Y",NA,"butternut","ash","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2022,0
"137",383,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","165","SonyHX90V",4834,44.331175,-73.243055,5,"W",3.58,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,89,96,96,11.06,"Having been mowed in the past",1,2022,"Alive","",75,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","butternut, ash","None apparent","",4841,"resprout of previous large mowed stem","Y",NA,"butternut","ash","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2022,0
"138",384,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","166","SonyHX90V",4842,44.330965,-73.243153,5,"W",1.42,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,5.01,"",0,2025,"Alive","",20,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","butternut, asg","Nearby grasses or forbs","",4851,"","Y",NA,"butternut","ash","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2025,0
"139",385,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","167","SonyHX90V",4852,44.331118,-73.24296,4,"W",2.5,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,90,96,13.91,"Having been mowed in the past",0,2022,"Alive","",95,"N","",NA,NA,NA,"","",0,"0","0","0","upland","ash, butternut","None apparent","",4862,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2022,0
"140",386,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","168","SonyHX90V",4863,44.331142,-73.242918,4,"W",1.33,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,84,96,5.73,"Having been mowed in the past",1,2024,"Alive","",30,"N","",NA,NA,NA,"","",0,"0","0","0","upland","ash, butternut","Nearby grasses or forbs","",4871,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2024,0
"141",387,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","169","SonyHX90V",4872,44.330969,-73.243118,4,"W",1.67,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,94,4.6,"Having been mowed in the past",4,2020,"Alive","",5,"N","",NA,NA,NA,"","",NA,"1","0","0","upland","ash, butternut","Nearby grasses or forbs","",4882,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2020,0
"142",388,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","170","SonyHX90V",4883,44.331088,-73.242993,8,"w",1.13,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,80,91,96,96,5.32,"",0,2025,"Alive","",2,"N","",NA,NA,NA,"","",NA,"Unsure","0","0","upland","ash, butternut","Nearby grasses or forbs","",4891,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2025,0
"143",389,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","171","SonyHX90V",4892,44.330688,-73.2433,8,"w",0.88,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,4.59,"Having been mowed in the past",2,2023,"Alive","",40,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, butternut","Nearby grasses or forbs","",4901,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2023,0
"144",390,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","172","SonyHX90V",4902,44.330759,-73.2422915,9,"W",1.38,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,92,91,96,6.47,"",1,2024,"Alive","",5,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, butteenut","Nearby grasses or forbs","",4911,"2 main stems about an inch apart","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2024,0
"145",391,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","173","SonyHX90V",4912,44.330662,-73.24323,8,"W",1.42,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,10.82,"Having been mowed in the past",0,2023,"Alive","",65,"Y","Y",0,10,45,"","",0,"0","0","0","upland","ash, butternut","Nearby grasses or forbs","",4921,"node with dead stem could be canker or mechanical damage ","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2023,0
"146",392,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","174","SonyHX90V",4922,44.330644,-73.243194,7,"w",5.75,"Adult",0.86,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"No",100,"Y","N","N","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, butternut","None apparent","",4935,"resprout of what was a dead sapling that may have been brushhogged ","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2023.925,0
"147",393,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","175","SonyHX90V",4936,44.330639,-73.243424,8,"w",5.42,"Adult",0.76,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"No",85,"Y","N","N","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, butternut","Nearby grasses or forbs","",4944,"is a sprout of a large brushhogged stem ","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2024.05,0
"148",394,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","176","SonyHX90V",4945,44.330546,-73.243516,8,"w",6,"Adult",1,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"No",85,"Y","N","N","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, butternut","Nearby grasses or forbs","",4955,"2 main resprouts from a large brushhogged stem","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2023.75,0
"149",395,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","177","SonyHX90V",4956,44.330631,-73.243409,8,"w",2.58,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,77,96,96,96,18.6,"Having been mowed in the past",1,2022,"Alive","",70,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, butternut","None apparent","",4965,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2022,0
"150",396,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","178","SonyHX90V",4966,44.33066,-73.243188,7,"w",1.08,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,4.23,"",0,2025,"Alive","",10,"Y","N",0,1,5,"","",NA,"1","Unsure","1","upland","ash, butternut","Nearby grasses or forbs","",4972,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2025,0
"151",397,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","179","SonyHX90V",4973,44.330576,-73.242716,9,"w",1.25,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,79,76,96,7.25,"",0,2025,"Alive","",3,"Y","N",0,10,25,"","",0,"0","0","0","upland","ash, butternut","Nearby grasses or forbs","",4984,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2025,0
"152",398,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","180","SonyHX90V",4985,44.330426,-73.242929,8,"w",3.33,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,93,96,96,24.95,"Having been mowed in the past",1,2020,"Alive","",40,"N","",NA,NA,NA,"","",0,"0","0","0","upland","ash, butternut","None apparent","",4997,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2020,0
"153",399,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","181","SonyHX90V",4998,44.330365,-73.242831,8,"w",1.29,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,6.51,"",0,2025,"Alive","",20,"N","",NA,NA,NA,"","",NA,"1","0","0","upland","ash, butternut","Nearby grasses or forbs","",5008,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2025,0
"154",400,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","182","SonyHX90V",5009,44.330283,-73.242781,8,"w",1.42,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,5.44,"",0,2025,"Alive","",5,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, butternut","Nearby grasses or forbs","",5017,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2025,0
"155",401,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","183","SonyHX90V",5018,44.330414,-73.243037,10,"w",1.5,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,90,92,69,96,5.49,"Having been mowed in the past",1,2023,"Alive","",15,"N","",NA,NA,NA,"","",NA,"1","0","0","upland","ash, butternut","Nearby grasses or forbs","",5029,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2023,0
"156",402,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","184","SonyHX90V",5030,44.330254,-73.243031,9,"w",2.46,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,93,71,96,13.9,"Having been mowed in the past",0,2022,"Alive","",55,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, butternut","Nearby grasses or forbs","",5041,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2022,0
"157",403,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","185","SonyHX90V",5042,44.329987,-73.24254,7,"w",1.17,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,84,87,96,4.71,"Having been mowed in the past",1,2023,"Alive","",85,"N","",NA,NA,NA,"","",0,"1","Unsure","0","upland","ash, butternut, ","Nearby grasses or forbs","",5052,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2023,0
"158",404,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","186","SonyHX90V",5053,44.330487,-73.243096,8,"w",1.79,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,4.6,"",0,2025,"Alive","",8,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, butternut","Nearby grasses or forbs","",5061,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2025,0
"159",405,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","187","SonyHX90V",5062,44.330707,-73.243575,7,"w",1.92,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,7.3,"Having been mowed in the past",3,2022,"Alive","",20,"N","",NA,NA,NA,"","",0,"0","0","0","upland","ash, butternut","Nearby grasses or forbs","",5072,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2022,0
"160",406,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","188","SonyHX90V",5073,44.330489,-73.243176,9,"w",2.08,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,93,9.84,"Having been mowed in the past",2,2023,"Alive","",5,"Y","N",0,2,15,"","",NA,"0","0","0","upland","ash, butternut","Nearby grasses or forbs","",5084,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Having been mowed in the past","",2023,0
"161",407,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","189","SonyHX90V",5085,44.330764,-73.243722,10,"w",1,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,87,96,96,96,4.82,"Vole (nibbling on the bark)",0,2025,"Alive","",70,"N","",NA,NA,NA,"","",NA,"0","Unsure","0","upland","ash, butternut","Nearby grasses or forbs","",5094,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Vole (nibbling on the bark)","",2025,0
"162",408,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","190","SonyHX90V",5095,44.330577,-73.243294,9,"w",4.5,"Adult",0.63,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"No",70,"N","N","N","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",0,"0","0","0","upland","ash, butternut","None apparent","",5105,"2 new stems from much larger dead mowed stem","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2024.2125,0
"163",409,"kyliereroth@gmail.com","9/30/0025","CPVT","BU","191","SonyHX90V",5106,44.330772,-73.243201,7,"w",6.67,"Adult",1.16,"NA - no canopy","Alive","","","",NA,NA,NA,NA,"No",95,"N","N","N","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, butternut","None apparent","",5115,"2 main stems from large brushhogged dead stem","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2023.55,0
"164",410,"kyliereroth@gmail.com","9/30/2025","CPVT","BU","192","SonyHX90V",5116,44.331,-73.243085,8,"w",1.5,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,5.82,"",0,2025,"Alive","",7,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, butternut","Nearby grasses or forbs","",5124,"","Y",NA,"ash","butternut","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","",2025,0
