"","response","email","date","site","initials","number","camera","first_photo","gps_n","gps_w","slope","aspect","height_ft","seedling_or_adult","dbh_cm","adult_crown_class","adult_dead_or_alive","dead_adult_base_epicormics","dead_adult_trunk_epicormics","dead_adult_canker_presence","dead_adult_canker_base","dead_adult_canker_1st9ft","dead_adult_canker_1stlivebranch","dead_adult_girdle","producing_seed","adult_percent_live_canopy","live_adult_base_epicormics","live_adult_trunk_epicormics","live_adult_canker_presence","live_adult_callus_presence","live_adult_canker_base","live_adult_canker_1st9ft","live_adult_canker_1stlivebranch","live_adult_girdle","live_adult_purdue_canker_rating","live_adult_purdue_canopy_ranking","densi_n","densi_e","densi_s","densi_w","basal_diameter_mm","seedling_damage","seedling_previous_stem_count","seedling_germ_yr","seedling_dead_or_alive","dead_seedling_canker_presence","seedling_percent_live_canopy","live_seedling_canker_presence","live_seedling_callus_presence","seedling_canker_base","seedling_canker_stem","seedling_girdle","seed_count","seed_bunch_size","terminal_bud","leaf_scar","lenticels","twig_hairs","riparian_or_upland","associate_trees","competition","other_competition","last_photo","notes","hybrid_visibility","Column.67","IGNORE.1","Ignore.2","ignore.3","ignore.4","ignore.5","ignore.6","ignore.7","ignore.8","Column.77","hickory","dogwood","black.walnut","white.pine","red.cedar","white.cedar","malus","buckthorn","ash","elm","mulberry","basswood","sumac","honeysuckle","elderberry","prunus","lilac","boxelder","maple","hackberry","butternut","oak","poplar","hazelnut","beech","gooseberry","spruce","birch","seedling_damage.1","Column.105"
"122",296,"cdellolio@mortonarb.org","9/10/2025","ILM","Bu","388","SonyHX90V",3985,44.886868,-73.32728,0,"",2.92,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,17,74,88,55,15.12,"",0,2021,"Alive","",40,"Y","Y",20,5,35,"","",NA,"0","0","0","upland","Elm, ash, sumac, black walnut","None apparent","",3997,"collected by kylie","Y",NA,"elm","ash","sumac","black walnut","","","","",NA,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"123",300,"cdellolio@mortonarb.org","9/10/2025","ILM","Bu","389","SonyHX90V",3998,44.88709,-73.3275,2,"W",4.92,"Adult",1.2,"Suppressed","Alive","","","",NA,NA,NA,NA,"No",95,"N","N","Y","No",15,NA,1,15,1,1,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","Unsure","upland","Elm, ash, sumac, black walnut, maple","None apparent","",4010,"collected by kylie","Y",NA,"elm","ash","sumac","black walnut","maple","","","",NA,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",""
"124",303,"cdellolio@mortonarb.org","9/10/2025","ILM","Bu","394","SonyHX90V",4011,44.886006,-73.327099,1,"E",0.52,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,96,6.09,"",0,2023,"Alive","",50,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","Black walnut, sumac","None apparent","",4017,"collected by kylie","Y",NA,"black walnut","sumac","","","","","","",NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"125",254,"kyliereroth@gmail.com","9/3/2025","ILM","BU","401","SonyHX90V",1453,44.88525,-73.3269,1,"E",2.54,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,95,79,72,90,16.47,"",0,2024,"Alive","",80,"N","",NA,NA,NA,"","",NA,"","","","upland","butternut, ash, sumac","None apparent","",1460,"collected by emma","N",NA,"butternut","ash","sumac","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"126",255,"kyliereroth@gmail.com","9/3/2025","ILM","BU","405","SonyHX90V",1425,44.885239,-73.326465,2,"E",1.08,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,95,88,8.28,"",0,2024,"Alive","",50,"Y","Y",45,15,45,"","",NA,"1","0","0","upland","red cedar, butternut, ash, dogwood","None apparent","",1431,"collected by emma","Y",NA,"red cedar","butternut","ash","dogwood","","","","",NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"127",256,"kyliereroth@gmail.com","9/3/2025","ILM","BU","406","SonyHX90V",1408,44.885164,-73.326275,2,"E",2,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,48,37,52,90,12.87,"",0,2024,"Alive","",100,"Y","Y",65,10,65,"","",NA,"0","0","0","upland","red cedar, butternut, ash, dogwood, sumac","None apparent","",1417,"very close to 430- eventually will compete, collected by emma","Y",NA,"red cedar","butternut","ash","dogwood","sumac","","","",NA,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"128",257,"kyliereroth@gmail.com","9/9/2025","ILM","BU","407","SonyHX90V",2319,44.88511,-73.326,2,"E",1.64,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,89,92,10.52,"",0,2024,"Alive","",100,"Y","N",30,20,45,"","",NA,"0","0","0","upland","red cedar, dogwood, ash, honeysuckle, basswood","None apparent","",3229,"collected by kylie","Y",NA,"red cedar","dogwood","ash","honeysuckle","basswood","","","",NA,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"129",258,"kyliereroth@gmail.com","9/9/2025","ILM","BU","409","SonyHX90V",3208,44.88502,-73.3259,2,"E",2.62,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,49,81,88,45,10.11,"",0,2024,"Alive","",95,"Y","N",5,2,35,"","",NA,"0","0","0","upland","sumac, ash, honeysuckle, red cedar, basswood","None apparent","",2318,"collected by kylie","Y",NA,"sumac","ash","honeysuckle","red cedar","basswood","","","",NA,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"130",259,"kyliereroth@gmail.com","9/11/2025","ILM","BU","411","SonyHX90V",4219,44.88497,-73.3251,2,"NE",1.62,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,35,35,10,6,6.43,"",0,2024,"Alive","",55,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","basswood, maple, sumac, boxelder, honeysuckle","None apparent","",4228,"collected by catherine","Y",NA,"basswood","maple","sumac","boxelder","honeysuckle","","","",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"",""
"131",260,"kyliereroth@gmail.com","9/11/2025","ILM","BU","413","SonyHX90V",4210,44.88493,-73.325,0,"",0.92,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,86,96,37,29,6.51,"Having been mowed in the past",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"Unsure","0","Unsure","upland","siberian elm","None apparent","",4218,"was alive this year, currently dead. possible canker: photos, too dead to say. collected by catherine","Y",NA,"elm","","","","","","","",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Having been mowed in the past",""
"132",261,"kyliereroth@gmail.com","9/11/2025","ILM","BU","415","SonyHX90V",4198,44.88486,-73.3246,0,"",3.04,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,72,92,42,21,12,"",0,2024,"Alive","",100,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, lilac, elm","None apparent","",4209,"collected by catherine","Y",NA,"ash","lilac","elm","","","","","",NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",""
"133",262,"kyliereroth@gmail.com","9/11/2025","ILM","BU","417","SonyHX90V",4171,44.88532,-73.324,0,"",1.2,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,92,28,32,96,10.18,"",0,2024,"Alive","",95,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, sumac","Nearby grasses or forbs","",4181,"collected by catherine","Y",NA,"ash","sumac","","","","","","",NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"134",263,"kyliereroth@gmail.com","9/11/2025","ILM","BU","418","SonyHX90V",4182,44.88472,-73.3241,0,"",1.48,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,88,66,76,67,10.05,"",0,2024,"Alive","",95,"Y","Y",40,5,30,"","",NA,"0","0","0","upland","box elder, sugar maple, ash, lilac, elm","Nearby grasses or forbs","",4197,"collected by catherine","Y",NA,"boxelder","maple","ash","lilac","elm","","","",NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"",""
"135",264,"kyliereroth@gmail.com","9/11/2025","ILM","BU","421","SonyHX90V",4132,44.88596,-73.3239,0,"",1.79,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,79,38,52,96,16.46,"",0,2024,"Alive","",80,"Y","Y",50,3,35,"","",NA,"0","0","0","upland","white pine, spruce, box elder, sumac ","None apparent","",4143,"collected by catherine","Y",NA,"white pine","spruce","boxelder","sumac","","","","",NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"",""
"136",265,"kyliereroth@gmail.com","9/11/2025","ILM","BU","422","SonyHX90V",4120,44.886439,-73.32348,0,"",3.6,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,71,47,0,13,16.29,"",1,2022,"Alive","",65,"Y","N",0,3,40,"","",NA,"1","0","0","upland","spruce, white pine, ash, butternut","None apparent","",4131,"collected by catherine","Y",NA,"spruce","white pine","ash","butternut","","","","",NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"",""
"137",266,"kyliereroth@gmail.com","9/11/2025","ILM","BU","424","SonyHX90V",4096,44.88647,-73.3237,1,"E",5.5,"Adult",0.98,"Intermediate","Alive","","","",NA,NA,NA,NA,"No",100,"N","N","N","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","",NA,NA,NA,"","",NA,"0","0","1","upland","white pine, spruce, ash","None apparent","",4107,"collected by catherine","Y",NA,"white pine","spruce","ash","","","","","",NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",""
"138",267,"kyliereroth@gmail.com","9/11/2025","ILM","BU","425","SonyHX90V",4072,44.88662,-73.3237,1,"E",2.12,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,6,7,19,34,12.26,"",0,2024,"Alive","",90,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, hickory, butternut","None apparent","",4081,"collected by catherine","Y",NA,"ash","hickory","butternut","","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"139",268,"kyliereroth@gmail.com","9/11/2025","ILM","BU","427","SonyHX90V",4053,44.8868,-73.3236,2,"E",2.2,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,7,7,32,24,8.44,"",0,2024,"Alive","",95,"Y","N",0,3,45,"","",NA,"0","0","0","upland","ash, hickory","None apparent","",4061,"collected by catherine","Y",NA,"ash","hickory","","","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"140",269,"kyliereroth@gmail.com","9/11/2025","ILM","BU","428","SonyHX90V",4043,44.88681,-73.3236,0,"",1.66,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,26,8,33,64,12.59,"",0,2024,"Alive","",75,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, hickory","None apparent","",4052,"collected by catherine","Y",NA,"ash","hickory","","","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"141",270,"kyliereroth@gmail.com","9/11/2025","ILM","BU","429","SonyHX90V",4062,44.88672,-73.3236,0,"",4.04,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,78,30,20,54,14.37,"",0,2024,"Alive","",100,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","ash, hickory","None apparent","",4071,"severe vole damage (took photos). not 100% it is vole: maybe a bigger animal. collected by catherine","Y",NA,"ash","hickory","","","","","","",NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"142",271,"kyliereroth@gmail.com","9/3/2025","ILM","BU","430","SonyHX90V",1399,44.88518,-73.3265,2,"E",2.25,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,44,13,56,75,13.15,"",0,2024,"Alive","",100,"Y","Y",60,0,60,"","",NA,"1","0","0","upland","red cedar, ash, dogwood, butternut, sumac","None apparent","",1407,"collected by emma","Y",NA,"red cedar","ash","dogwood","butternut","sumac","","","",NA,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"143",272,"kyliereroth@gmail.com","9/3/2025","ILM","BU","431","SonyHX90V",1387,44.88518,-73.3265,2,"E",1.48,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,96,90,10.96,"",1,2024,"Alive","",95,"Y","Y",0,10,20,"","",NA,"0","0","0","upland","red cedar, butternut, ash, dogwood, sumac","None apparent","",1398,"Martin knows the previous stem got partially girdled by voles. collected by emma","Y",NA,"red cedar","butternut","ash","dogwood","sumac","","","",NA,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"144",273,"kyliereroth@gmail.com","9/3/2025","ILM","BU","432","SonyHX90V",1432,44.88509,-73.3264,2,"E",1.42,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,93,92,12.26,"",0,2024,"Alive","",25,"Y","Y",30,10,60,"","",NA,"0","0","0","upland","butternut, red cedar, ash, dogwood","None apparent","",1439,"collected by emma","Y",NA,"butternut","red cedar","ash","dogwood","","","","",NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"145",274,"kyliereroth@gmail.com","9/3/2025","ILM","BU","433","SonyHX90V",1476,44.88499,-73.3263,1,"E",1.3,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,76,32,66,82,8.46,"",0,2024,"Alive","",100,"Y","N",25,0,50,"","",NA,"0","0","0","upland","red cedar, ash, sumac, elm, malus","None apparent","",1485,"collected by emma","Y",NA,"red cedar","ash","sumac","elm","malus","","","",NA,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"146",275,"kyliereroth@gmail.com","9/7/2025","ILM","BU","437","SonyHX90V",2673,44.88366,-73.3275,0,"",2.04,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,88,61,17,39,10.07,"",0,2024,"Alive","",5,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","maple, red cedar","None apparent","",2679,"weird white fungus on main stem. MIGHT be canker on living stem (photo). collected by catherine","Y",NA,"maple","red cedar","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",""
"147",276,"kyliereroth@gmail.com","9/7/2025","ILM","BU","441","SonyHX90V",2765,44.88342,-73.3276,0,"",1.92,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,90,96,90,86,12.25,"",0,2024,"Alive","",70,"Y","Y",55,0,60,"","",NA,"0","0","0","upland","honeysuckle, red cedar, butternut, ash, buckthorn","None apparent","",2771,"collected by catherine","Y",NA,"honeysuckle","red cedar","butternut","ash","buckthorn","","","",NA,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",""
"148",277,"kyliereroth@gmail.com","9/8/2025","ILM","BU","444","SonyHX90V",2772,44.8832,-73.3278,1,"SE",1.62,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,92,84,87,81,7.87,"",0,2024,"Alive","",0,"Y","Y",0,5,45,"","",NA,"0","0","0","upland","red cedar, shagbark hickory, buckthorn","None apparent","",2780,"collected by catherine","Y",NA,"red cedar","hickory","buckthorn","","","","","",NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"149",278,"kyliereroth@gmail.com","9/8/2025","ILM","BU","450","SonyHX90V",2781,44.8829,-73.328,0,"",1.29,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,95,96,92,96,14.59,"",2,2021,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn","None apparent","",2788,"2 live stems, 2 previous. basal diameter is of their common base (photo). collected by catherine","Y",NA,"red cedar","buckthorn","","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"150",279,"kyliereroth@gmail.com","9/8/2025","ILM","BU","452","SonyHX90V",2808,44.883,-73.3282,0,"",2.08,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,56,70,92,96,16.51,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar","None apparent","",2816,"collected by catherine","Y",NA,"red cedar","","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"151",280,"kyliereroth@gmail.com","9/8/2025","ILM","BU","453","SonyHX90V",2789,44.88288,-73.3282,0,"",1.58,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,90,58,20,26,14.17,"",1,2022,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, honeysuckle, buckthorn","None apparent","",2797,"previous stem comes out of common base. collected by catherine","Y",NA,"red cedar","honeysuckle","buckthorn","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"152",281,"kyliereroth@gmail.com","9/8/2025","ILM","BU","454","SonyHX90V",2798,44.88286,-73.3283,1,"S",0.83,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,0,16,66,27,14.62,"",1,2021,"Alive","",25,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn, honeysuckle","None apparent","",2807,"collected by catherine","Y",NA,"red cedar","buckthorn","honeysuckle","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"153",282,"kyliereroth@gmail.com","9/8/2025","ILM","BU","455","SonyHX90V",2817,44.88292,-73.3283,0,"",1.18,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,95,89,41,71,6.09,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","Unsure","upland","red cedar, honeysuckle","None apparent","",2823,"collected by catherine","Y",NA,"red cedar","honeysuckle","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"154",283,"kyliereroth@gmail.com","9/8/2025","ILM","BU","456","SonyHX90V",2824,44.88292,-73.3285,1,"NE",1.12,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,80,96,6.43,"",0,2024,"Alive","",0,"Y","N",7,0,15,"","",NA,"Unsure","0","Unsure","upland","red cedar, honeysuckle","Nearby grasses or forbs","",2830,"collected by catherine","Y",NA,"red cedar","honeysuckle","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"155",284,"kyliereroth@gmail.com","9/8/2025","ILM","BU","457","SonyHX90V",2831,44.88287,-73.3287,0,"",1.2,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,0,12,4,2,2.9,"Vole (nibbling on the bark)",2,2024,"Dead","N",NA,"","",NA,NA,NA,"","",NA,"0","0","Unsure","upland","red cedar, honeysuckle","Other","red cedar",2838,"collected by catherine","Y",NA,"red cedar","honeysuckle","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vole (nibbling on the bark)",""
"156",285,"kyliereroth@gmail.com","9/8/2025","ILM","BU","459","SonyHX90V",2839,44.8829,-73.3289,0,"",1.12,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,94,96,95,88,6.11,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","Unsure","upland","red cedar","Nearby grasses or forbs","",2847,"collected by catherine","Y",NA,"red cedar","","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"157",286,"kyliereroth@gmail.com","9/8/2025","ILM","BU","461","SonyHX90V",2875,44.88309,-73.3292,1,"N",1.16,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,57,81,67,91,8.05,"",0,2024,"Alive","",0,"Y","N",0,2,4,"","",NA,"1","0","0","upland","red cedar, malus, honeysuckle","None apparent","",2884,"collected by catherine","Y",NA,"red cedar","malus","honeysuckle","","","","","",NA,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"158",287,"kyliereroth@gmail.com","9/8/2025","ILM","BU","462","SonyHX90V",2848,44.88288,-73.3292,0,"",1.02,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,90,95,4.01,"",0,2024,"Alive","",0,"Y","Y",5,10,10,"","",NA,"0","0","Unsure","upland","red cedar, honeysuckle","None apparent","",2859,"giant weird bulge/ node. collected by catherine","Y",NA,"red cedar","honeysuckle","","","","","","",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"159",288,"kyliereroth@gmail.com","9/8/2025","ILM","BU","464","SonyHX90V",2860,44.88273,-73.3293,0,"",1.44,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,78,81,57,34,8.09,"",0,2024,"Alive","",0,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","honeysuckle, red cedar, bitternut hickory","Nearby grasses or forbs","",2886,"collected by catherine","Y",NA,"honeysuckle","red cedar","hickory","","","","","",NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"160",289,"kyliereroth@gmail.com","9/8/2025","ILM","BU","465","SonyHX90V",2867,44.88276,-73.3294,0,"",1.16,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,2,32,43,17,5.76,"",0,2024,"Alive","",50,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn, honeysuckle","None apparent","",2874,"collected by catherine","Y",NA,"red cedar","buckthorn","honeysuckle","","","","","",NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"161",292,"kyliereroth@gmail.com","9/8/2025","ILM","BU","467","SonyHX90V",2885,44.88287,-73.3294,2,"S",1.62,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,96,96,44,72,9.83,"",0,2024,"Alive","",15,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, honeysuckle, dogwood, unknown- photo 2896-2897. collected by catherine","None apparent","",2895,"collected by catherine","Y",NA,"red cedar","honeysuckle","dogwood","unknown- photo 2896-2897. collected by catherine","","","","",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"162",293,"kyliereroth@gmail.com","9/8/2025","ILM","BU","472","SonyHX90V",2898,44.88304,-73.3296,0,"",1.2,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,19,53,96,76,6.86,"",0,2024,"Alive","",40,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, dogwood, honeysuckle","None apparent","",2907,"collected by catherine","Y",NA,"red cedar","dogwood","honeysuckle","","","","","",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"163",294,"kyliereroth@gmail.com","9/20/2025","ILM","BU","477","SonyHX90V",3840,44.88488,-73.3273,0,"",1.2,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,16,5,3,10,3.98,"",0,2024,"Alive","",60,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","red cedar, buckthorn, honeysuckle, prunus spp, elm, ash, shagbark hickory","None apparent","",3848,"collected by catherine","Y",NA,"red cedar","buckthorn","honeysuckle","prunus","elm","ash","hickory","",NA,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"164",295,"kyliereroth@gmail.com","9/9/2025","ILM","BU","481","SonyHX90V",3453,44.884614,-73.327514,0,"",1.75,"Seedling",NA,"","","","","",NA,NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,NA,NA,20,9,6,31,4.41,"Having been mowed in the past",2,2023,"Alive","",100,"N","",NA,NA,NA,"","",NA,"0","0","0","upland","butternut, ash, elm, red cedar, white cedar, white oak","None apparent","",3462,"collected by catherine","Y",NA,"butternut","ash","elm","red cedar","white cedar","oak","","",NA,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Having been mowed in the past",""
